ticket_id,subject,description,category,priority,resolution_time_hours
201445,Forgot my password,Help needed: Forgot my password,Account,Low,47
209919,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,10
202681,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,24
200307,Need to update profile details,Customer reports: Need to update profile details,Account,Medium,18
206316,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,30
205119,Integration not syncing data,Getting error: Integration not syncing data,Technical,High,8
206182,System outage,Help needed: System outage,Technical,Critical,3
201049,Account locked out,Getting error: Account locked out,Account,High,3
204936,Cancel my billing,Issues with: Cancel my billing,Billing,Low,13
209160,Mobile responsive design request,Help needed: Mobile responsive design request,Feature Request,Low,37
206782,Database connection failed,Getting error: Database connection failed,Technical,High,5
209663,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,5
206992,Integration not syncing data,Customer reports: Integration not syncing data,Technical,Low,33
207194,Error 404 not found,"Please help, error 404 not found",Technical,High,8
203100,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,5
207661,Mobile responsive design request,Getting error: Mobile responsive design request,Feature Request,High,7
203612,Payment method declined,Issues with: Payment method declined,Billing,Low,46
201578,Delete my account,Issues with: Delete my account,Account,High,7
200741,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,3
203501,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,7
209705,Support for multiple languages,"Please help, support for multiple languages",Feature Request,Critical,3
200287,Forgot my password,Getting error: Forgot my password,Account,High,5
208238,Add dark mode support,Urgent: Add dark mode support,Feature Request,High,6
202737,Cancel my billing,Urgent: Cancel my billing,Billing,High,4
202363,Forgot my password,Issues with: Forgot my password,Account,Low,17
207498,Page loading very slow,Page loading very slow - please checking,Technical,Medium,24
204779,Double charged for subscription,Help needed: Double charged for subscription,Billing,Low,39
201142,Account locked out,Help needed: Account locked out,Billing,Low,36
204336,Charge on my credit card is wrong,Charge on my credit card is wrong - please checking,Billing,Low,27
204241,Charge on my credit card is wrong,Charge on my credit card is wrong,Billing,Low,19
206830,Mobile app unresponsive,Customer reports: Mobile app unresponsive,Technical,Low,8
207781,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,21
207609,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,5
207234,Page loading very slow,Getting error: Page loading very slow,Technical,High,5
205008,Page loading very slow,Customer reports: Page loading very slow,Technical,Critical,3
201887,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,5
203797,Cancel my billing,Help needed: Cancel my billing,Billing,Low,29
205801,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,2
200392,Delete my account,"Please help, delete my account",Account,Low,12
207767,Requesting API documentation,Requesting API documentation - please checking,Feature Request,Low,35
206290,Mobile app unresponsive,Mobile app unresponsive,Technical,Low,32
204294,Subscription renewal failed,Getting error: Subscription renewal failed,Billing,High,7
207488,System outage,System outage,Technical,Critical,4
201071,Unlock my user account,"Please help, unlock my user account",Account,Low,11
203573,Payment method declined,Getting error: Payment method declined,Billing,High,5
208957,Please add more user roles,"Please help, please add more user roles",Feature Request,Low,40
206245,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,48
204055,Update credit card information,"Please help, update credit card information",Billing,Medium,17
207129,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Low,39
205252,Bug in the reporting widget,Getting error: Bug in the reporting widget,Technical,High,7
206275,Page loading very slow,"Please help, page loading very slow",Technical,Medium,24
207888,Support for multiple languages,"Please help, support for multiple languages",Feature Request,Low,26
206531,System outage,Getting error: System outage,Technical,Critical,4
201982,Cannot login to my account,Getting error: Cannot login to my account,Account,High,4
204826,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,Low,35
205355,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,High,2
208703,Mobile responsive design request,Getting error: Mobile responsive design request,Feature Request,High,8
204295,Upgrade my plan,Urgent: Upgrade my plan,Billing,High,4
207320,App crashes on startup,Issues with: App crashes on startup,Technical,Critical,1
204968,Upgrade my plan,"Please help, upgrade my plan",Billing,Low,35
204181,Where is my receipt?,"Please help, where is my receipt?",Billing,Low,43
204059,Charge on my credit card is wrong,Charge on my credit card is wrong,Billing,High,6
203019,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,46
203666,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Billing,Low,22
202082,Two-factor authentication issue,"Please help, two-factor authentication issue",Account,Medium,19
206579,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Low,17
201476,Forgot my password,Urgent: Forgot my password,Account,High,7
205253,Screen freezes when clicking save,Help needed: Screen freezes when clicking save,Technical,Low,13
207714,Need export to PDF feature,Help needed: Need export to PDF feature,Feature Request,Low,33
202172,Need to update profile details,Need to update profile details - please checking,Account,Medium,8
201237,Cannot login to my account,Getting error: Cannot login to my account,Account,High,7
209855,Requesting API documentation,Issues with: Requesting API documentation,Feature Request,Low,11
200526,Need to update profile details,Need to update profile details - please checking,Billing,Medium,16
202840,Refund request,Customer reports: Refund request,Billing,Low,8
208548,Integration with Slack would be nice,Integration with Slack would be nice - please checking,Feature Request,High,8
204136,Cancel my billing,Issues with: Cancel my billing,Billing,Low,19
209308,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,11
201504,Reset password link not working,Reset password link not working - please checking,Account,Low,38
201048,Unlock my user account,Help needed: Unlock my user account,Account,Low,16
200857,Forgot my password,Help needed: Forgot my password,Account,Low,33
206640,Database connection failed,Customer reports: Database connection failed,Technical,High,7
202520,Upgrade my plan,Help needed: Upgrade my plan,Billing,Low,17
203843,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,7
207378,System outage,Customer reports: System outage,Technical,Critical,2
208307,Requesting API documentation,"Please help, requesting api documentation",Feature Request,Medium,21
205992,App crashes on startup,"Please help, app crashes on startup",Technical,Critical,2
200014,Forgot my password,Customer reports: Forgot my password,Account,High,3
206277,API endpoint returning 500,API endpoint returning 500 - please checking,Technical,Low,47
209520,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,22
209620,Mobile responsive design request,Issues with: Mobile responsive design request,Feature Request,Low,40
209573,Please add more user roles,Urgent: Please add more user roles,Feature Request,High,5
204775,Cancel my billing,Urgent: Cancel my billing,Billing,High,6
202937,Where is my receipt?,Customer reports: Where is my receipt?,Billing,High,7
206439,Bug in the reporting widget,Getting error: Bug in the reporting widget,Technical,High,7
202311,Unlock my user account,Help needed: Unlock my user account,Account,Low,25
205446,Database connection failed,Getting error: Database connection failed,Technical,High,2
203170,Payment method declined,"Please help, payment method declined",Billing,Low,29
203834,Cancel my billing,Cancel my billing - please checking,Billing,Low,13
207119,Mobile app unresponsive,Customer reports: Mobile app unresponsive,Technical,Low,24
202603,Upgrade my plan,Help needed: Upgrade my plan,Billing,Low,29
204097,Refund request,"Please help, refund request",Billing,Low,26
204006,Cancel my billing,Help needed: Cancel my billing,Billing,Low,16
209086,Integration with Slack would be nice,Getting error: Integration with Slack would be nice,Feature Request,High,2
208236,Need export to PDF feature,Need export to PDF feature - please checking,Technical,Low,9
201196,Cannot login to my account,Getting error: Cannot login to my account,Account,High,2
202209,Delete my account,Help needed: Delete my account,Account,Low,15
209117,Please add more user roles,Getting error: Please add more user roles,Account,High,4
209107,Add bulk upload capability,Urgent: Add bulk upload capability,Feature Request,High,4
204562,Refund request,Help needed: Refund request,Billing,Low,32
203231,Refund request,Refund request,Billing,Low,36
204740,Refund request,"Please help, refund request",Account,Low,47
205304,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,Critical,3
204770,Where is my receipt?,Where is my receipt?,Billing,Low,25
205272,Mobile app unresponsive,Mobile app unresponsive,Technical,Low,31
201920,Need to update profile details,Issues with: Need to update profile details,Account,Medium,24
207677,Need export to PDF feature,Customer reports: Need export to PDF feature,Technical,Low,17
206920,System outage,System outage,Account,High,3
208052,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,9
208396,Add custom fields to reports,Help needed: Add custom fields to reports,Feature Request,Medium,4
205347,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,Low,43
206081,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,31
200888,Reset password link not working,Getting error: Reset password link not working,Account,High,3
201546,Forgot my password,Forgot my password - please checking,Account,Low,23
207640,Mobile responsive design request,"Please help, mobile responsive design request",Billing,Low,12
202551,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Billing,Medium,6
202995,Where is my receipt?,Urgent: Where is my receipt?,Billing,High,8
204369,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,2
206619,Integration not syncing data,Getting error: Integration not syncing data,Technical,High,8
200929,Account locked out,Getting error: Account locked out,Account,High,6
205960,Bug in the reporting widget,Customer reports: Bug in the reporting widget,Technical,Medium,12
205383,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Low,29
205901,App crashes on startup,Getting error: App crashes on startup,Technical,Low,10
204287,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,3
207944,Need export to PDF feature,Urgent: Need export to PDF feature,Feature Request,High,4
204086,Update credit card information,Urgent: Update credit card information,Billing,High,6
203177,Where is my receipt?,Customer reports: Where is my receipt?,Billing,Low,22
206028,App crashes on startup,Issues with: App crashes on startup,Technical,Critical,1
207090,Screen freezes when clicking save,Help needed: Screen freezes when clicking save,Technical,Low,24
204048,Upgrade my plan,Upgrade my plan - please checking,Billing,Critical,1
205112,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,Medium,16
206947,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,5
201894,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,43
207570,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,32
202002,Reset password link not working,Help needed: Reset password link not working,Account,Low,8
206689,Mobile app unresponsive,"Please help, mobile app unresponsive",Technical,Low,16
205666,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,High,5
201630,Unlock my user account,Getting error: Unlock my user account,Account,High,8
201028,Unlock my user account,Customer reports: Unlock my user account,Account,Low,33
205893,Error 404 not found,Urgent: Error 404 not found,Technical,High,5
204682,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,4
203951,Where is my receipt?,Urgent: Where is my receipt?,Billing,Critical,4
201081,Account locked out,Urgent: Account locked out,Account,Low,35
209495,Support for multiple languages,Customer reports: Support for multiple languages,Feature Request,Low,15
202357,Account locked out,Account locked out,Account,Low,48
202932,Upgrade my plan,Customer reports: Upgrade my plan,Billing,Low,43
206614,Mobile app unresponsive,Getting error: Mobile app unresponsive,Feature Request,Critical,3
200150,Reset password link not working,"Please help, reset password link not working",Account,Low,42
204766,Cancel my billing,Issues with: Cancel my billing,Billing,Low,24
205749,Error 404 not found,Error 404 not found - please checking,Technical,High,5
208444,Calendar view needed,Help needed: Calendar view needed,Feature Request,Low,22
203499,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,14
209461,Support for multiple languages,"Please help, support for multiple languages",Feature Request,Low,36
209484,Requesting API documentation,Help needed: Requesting API documentation,Feature Request,Low,42
207105,API endpoint returning 500,API endpoint returning 500,Technical,Low,37
206499,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,16
205519,App crashes on startup,App crashes on startup,Technical,Critical,4
201061,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,6
201145,Profile picture upload failed,Urgent: Profile picture upload failed,Feature Request,High,8
205286,Error 404 not found,Help needed: Error 404 not found,Technical,High,5
208119,Add dark mode support,Getting error: Add dark mode support,Feature Request,High,7
207539,Integration with Slack would be nice,"Please help, integration with slack would be nice",Feature Request,Low,29
203047,Cancel my billing,Getting error: Cancel my billing,Billing,High,7
200128,Forgot my password,Forgot my password,Account,Low,33
207938,Support for multiple languages,Support for multiple languages,Feature Request,Low,38
201558,Two-factor authentication issue,Getting error: Two-factor authentication issue,Account,High,8
208685,Add custom fields to reports,Add custom fields to reports,Feature Request,High,8
209133,Integration with Slack would be nice,Getting error: Integration with Slack would be nice,Feature Request,High,8
209380,Need export to PDF feature,Customer reports: Need export to PDF feature,Feature Request,Low,46
202712,Refund request,Refund request,Billing,Low,20
209169,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Critical,4
204060,Need invoice for last month,Customer reports: Need invoice for last month,Billing,Low,32
201530,Unlock my user account,Getting error: Unlock my user account,Account,High,4
207295,App crashes on startup,Customer reports: App crashes on startup,Technical,Critical,2
202078,Delete my account,Issues with: Delete my account,Account,High,7
204915,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,31
200479,Delete my account,Customer reports: Delete my account,Account,Low,40
201250,Profile picture upload failed,"Please help, profile picture upload failed",Account,Medium,4
208270,Calendar view needed,Urgent: Calendar view needed,Feature Request,High,3
200216,Change email address,Help needed: Change email address,Account,Critical,3
204546,Upgrade my plan,Issues with: Upgrade my plan,Billing,Low,18
202870,Need invoice for last month,Urgent: Need invoice for last month,Billing,Low,10
203752,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,39
200019,Profile picture upload failed,Profile picture upload failed,Account,High,2
202987,Cancel my billing,Issues with: Cancel my billing,Billing,Low,11
200510,Delete my account,Issues with: Delete my account,Account,Low,41
206352,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,4
202453,Reset password link not working,Customer reports: Reset password link not working,Billing,Low,47
203977,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,8
201648,Account locked out,Account locked out,Account,Low,25
205745,Database connection failed,Customer reports: Database connection failed,Feature Request,Critical,1
204165,Double charged for subscription,Customer reports: Double charged for subscription,Billing,Low,41
202524,Upgrade my plan,Issues with: Upgrade my plan,Feature Request,Low,47
200543,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,42
208801,Calendar view needed,Getting error: Calendar view needed,Feature Request,Medium,23
208265,Integration with Slack would be nice,"Please help, integration with slack would be nice",Feature Request,Low,47
202501,Need invoice for last month,Help needed: Need invoice for last month,Billing,Low,13
207758,Need export to PDF feature,Need export to PDF feature - please checking,Feature Request,Low,30
201282,Two-factor authentication issue,Getting error: Two-factor authentication issue,Account,High,7
204365,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,5
205267,System outage,"Please help, system outage",Technical,Critical,3
201076,Unlock my user account,Help needed: Unlock my user account,Account,Low,22
204855,Need invoice for last month,Need invoice for last month - please checking,Technical,Low,26
206781,API endpoint returning 500,API endpoint returning 500,Technical,Low,21
203828,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,8
203079,Refund request,Refund request,Billing,Low,15
205054,Database connection failed,Help needed: Database connection failed,Account,High,7
208975,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,4
204422,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,High,3
203396,Upgrade my plan,"Please help, upgrade my plan",Billing,Low,17
207287,Integration not syncing data,"Please help, integration not syncing data",Technical,Low,19
208454,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,11
207189,Page loading very slow,"Please help, page loading very slow",Technical,Medium,20
202216,Change email address,Issues with: Change email address,Account,Low,21
206842,Page loading very slow,"Please help, page loading very slow",Technical,Medium,19
205043,App crashes on startup,App crashes on startup - please checking,Technical,Critical,1
203764,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,8
201585,Need to update profile details,Help needed: Need to update profile details,Account,Medium,12
203846,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,34
208780,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Technical,Low,33
200449,Profile picture upload failed,Customer reports: Profile picture upload failed,Account,High,6
203743,Subscription renewal failed,Subscription renewal failed - please checking,Billing,High,2
204469,Double charged for subscription,Getting error: Double charged for subscription,Billing,High,6
208922,Calendar view needed,"Please help, calendar view needed",Feature Request,Low,25
205379,Integration not syncing data,"Please help, integration not syncing data",Feature Request,Low,32
202323,Cannot login to my account,Cannot login to my account - please checking,Account,Low,39
207035,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,Low,29
201844,Cannot login to my account,Getting error: Cannot login to my account,Account,Critical,1
200335,Unlock my user account,Help needed: Unlock my user account,Account,Low,38
201509,Cannot login to my account,Cannot login to my account,Account,Low,41
209290,Add custom fields to reports,Help needed: Add custom fields to reports,Feature Request,Low,26
202591,Where is my receipt?,"Please help, where is my receipt?",Billing,Low,16
201905,Unlock my user account,"Please help, unlock my user account",Account,Low,8
202602,Where is my receipt?,Help needed: Where is my receipt?,Account,Low,10
203286,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,Medium,4
209224,Integration with Slack would be nice,Customer reports: Integration with Slack would be nice,Feature Request,Low,30
206690,Page loading very slow,Customer reports: Page loading very slow,Technical,Medium,4
207549,Mobile responsive design request,Mobile responsive design request,Feature Request,High,8
203709,Refund request,Refund request - please checking,Billing,Low,25
201854,Reset password link not working,Issues with: Reset password link not working,Account,Low,29
201305,Account locked out,Issues with: Account locked out,Account,Low,17
204625,Double charged for subscription,Getting error: Double charged for subscription,Billing,High,6
200114,Delete my account,"Please help, delete my account",Account,Low,33
205789,Bug in the reporting widget,Bug in the reporting widget - please checking,Technical,Medium,6
200118,Unlock my user account,Unlock my user account,Account,Low,23
201315,Need to update profile details,Help needed: Need to update profile details,Account,Medium,22
200146,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,4
200127,Cannot login to my account,Urgent: Cannot login to my account,Feature Request,High,5
202432,Unlock my user account,Urgent: Unlock my user account,Feature Request,Critical,3
205697,API endpoint returning 500,API endpoint returning 500,Technical,Low,28
209598,Mobile responsive design request,"Please help, mobile responsive design request",Feature Request,Low,20
205785,System outage,System outage - please checking,Feature Request,Critical,3
201759,Change email address,Issues with: Change email address,Account,Low,42
201075,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,4
205791,Screen freezes when clicking save,Screen freezes when clicking save - please checking,Technical,Low,18
205230,Error 404 not found,Getting error: Error 404 not found,Feature Request,High,5
200281,Unlock my user account,"Please help, unlock my user account",Account,Low,10
209176,Support for multiple languages,Issues with: Support for multiple languages,Feature Request,Low,22
202091,Reset password link not working,Help needed: Reset password link not working,Billing,Low,16
209703,Calendar view needed,Urgent: Calendar view needed,Billing,Medium,8
207371,Database connection failed,Database connection failed,Technical,High,6
208153,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,40
205744,Error 404 not found,"Please help, error 404 not found",Billing,High,2
207327,App crashes on startup,App crashes on startup,Technical,Critical,2
203986,Payment method declined,Payment method declined - please checking,Billing,Low,32
209725,Please add more user roles,Urgent: Please add more user roles,Feature Request,High,3
205861,Mobile app unresponsive,Customer reports: Mobile app unresponsive,Technical,Low,30
206005,Page loading very slow,Customer reports: Page loading very slow,Account,Medium,8
208716,Support for multiple languages,Getting error: Support for multiple languages,Feature Request,Critical,4
201532,Need to update profile details,Issues with: Need to update profile details,Account,Medium,17
203606,Double charged for subscription,"Please help, double charged for subscription",Billing,Low,44
205492,System outage,Customer reports: System outage,Technical,Critical,3
200176,Delete my account,Urgent: Delete my account,Account,High,6
204341,Where is my receipt?,Where is my receipt?,Billing,Low,8
205917,Database connection failed,Urgent: Database connection failed,Technical,High,7
208352,Add bulk upload capability,Issues with: Add bulk upload capability,Feature Request,Low,34
203816,Subscription renewal failed,Getting error: Subscription renewal failed,Billing,High,5
207218,App crashes on startup,Help needed: App crashes on startup,Technical,Critical,2
209459,Add bulk upload capability,Customer reports: Add bulk upload capability,Feature Request,Low,46
205086,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,48
208992,Mobile responsive design request,Customer reports: Mobile responsive design request,Billing,Low,9
203304,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,6
208878,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,26
207132,Mobile app unresponsive,"Please help, mobile app unresponsive",Technical,Medium,14
200976,Delete my account,"Please help, delete my account",Account,Low,20
203327,Update credit card information,Help needed: Update credit card information,Billing,Medium,11
205489,System outage,System outage,Technical,Medium,13
209951,Integration with Slack would be nice,Customer reports: Integration with Slack would be nice,Billing,Critical,1
209662,Integration with Slack would be nice,Integration with Slack would be nice - please checking,Feature Request,High,7
204929,Charge on my credit card is wrong,Help needed: Charge on my credit card is wrong,Billing,Low,44
205009,Database connection failed,"Please help, database connection failed",Technical,High,5
207048,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,27
203035,Charge on my credit card is wrong,Customer reports: Charge on my credit card is wrong,Billing,Low,44
206391,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,37
208627,Please add more user roles,Help needed: Please add more user roles,Feature Request,Low,45
209414,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,42
206298,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,48
209003,Add custom fields to reports,"Please help, add custom fields to reports",Feature Request,Low,14
200108,Two-factor authentication issue,Urgent: Two-factor authentication issue,Account,High,3
201087,Forgot my password,"Please help, forgot my password",Account,Low,26
200190,Account locked out,"Please help, account locked out",Account,Low,35
200180,Account locked out,Issues with: Account locked out,Account,Low,33
207311,System outage,System outage,Technical,Critical,4
201639,Cannot login to my account,Cannot login to my account,Account,Low,29
208630,Need export to PDF feature,Customer reports: Need export to PDF feature,Feature Request,Low,32
205199,Screen freezes when clicking save,Screen freezes when clicking save - please checking,Technical,Low,8
207867,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,42
200463,Cannot login to my account,"Please help, cannot login to my account",Account,Low,38
208877,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,18
202152,Account locked out,Help needed: Account locked out,Account,Low,22
207916,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,43
207347,Database connection failed,Urgent: Database connection failed,Account,High,3
207889,Requesting API documentation,Help needed: Requesting API documentation,Feature Request,Low,22
203806,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,19
207782,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,38
200796,Need to update profile details,"Please help, need to update profile details",Account,Medium,10
200651,Profile picture upload failed,Customer reports: Profile picture upload failed,Account,High,2
205693,API endpoint returning 500,API endpoint returning 500,Technical,Low,19
208931,Mobile responsive design request,Help needed: Mobile responsive design request,Feature Request,Low,47
201099,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,4
208731,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,47
209748,Please add more user roles,Issues with: Please add more user roles,Feature Request,Low,22
207071,App crashes on startup,Getting error: App crashes on startup,Technical,Critical,4
209182,Please add more user roles,Customer reports: Please add more user roles,Feature Request,Low,14
205461,Integration not syncing data,"Please help, integration not syncing data",Technical,Low,44
206223,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Technical,High,8
208555,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,3
203507,Double charged for subscription,Double charged for subscription,Billing,Low,16
201925,Reset password link not working,Reset password link not working,Account,Low,43
201937,Reset password link not working,Help needed: Reset password link not working,Account,Low,25
207196,App crashes on startup,App crashes on startup - please checking,Technical,Critical,1
201353,Profile picture upload failed,Getting error: Profile picture upload failed,Account,Medium,17
201895,Reset password link not working,Reset password link not working - please checking,Account,Low,29
206840,Page loading very slow,Page loading very slow,Billing,Medium,20
209138,Mobile responsive design request,Mobile responsive design request,Feature Request,Low,38
203319,Upgrade my plan,Upgrade my plan,Billing,Low,17
200984,Reset password link not working,Getting error: Reset password link not working,Account,High,3
209815,Please add more user roles,Issues with: Please add more user roles,Feature Request,Low,40
204439,Upgrade my plan,Upgrade my plan,Billing,Low,46
203425,Double charged for subscription,Help needed: Double charged for subscription,Billing,Low,19
202482,Delete my account,"Please help, delete my account",Account,Low,33
200415,Forgot my password,"Please help, forgot my password",Account,High,8
204742,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,3
200347,Reset password link not working,Issues with: Reset password link not working,Account,Low,12
207577,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,40
207464,Error 404 not found,Error 404 not found,Technical,High,3
204273,Charge on my credit card is wrong,Issues with: Charge on my credit card is wrong,Billing,Low,17
205145,App crashes on startup,App crashes on startup - please checking,Feature Request,Critical,1
209601,Add dark mode support,"Please help, add dark mode support",Feature Request,Low,40
200294,Unlock my user account,Help needed: Unlock my user account,Account,Low,11
202845,Cancel my billing,Cancel my billing,Billing,High,8
200817,Unlock my user account,Urgent: Unlock my user account,Account,High,7
205469,App crashes on startup,App crashes on startup - please checking,Technical,Critical,1
204490,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Billing,Low,33
209219,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,27
207547,Add custom fields to reports,Customer reports: Add custom fields to reports,Feature Request,Low,15
202204,Two-factor authentication issue,Two-factor authentication issue - please checking,Account,Low,17
200230,Change email address,Change email address,Account,Low,24
200660,Forgot my password,Getting error: Forgot my password,Account,High,4
205092,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,Low,28
209571,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,Critical,3
203392,Need invoice for last month,Urgent: Need invoice for last month,Feature Request,High,3
204556,Double charged for subscription,Double charged for subscription,Billing,Low,29
200733,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,6
201568,Need to update profile details,Help needed: Need to update profile details,Account,Medium,14
200257,Need to update profile details,"Please help, need to update profile details",Technical,Medium,4
209274,Add dark mode support,Help needed: Add dark mode support,Feature Request,Medium,21
203429,Subscription renewal failed,Urgent: Subscription renewal failed,Billing,Low,22
201553,Cannot login to my account,Cannot login to my account - please checking,Technical,Low,25
208594,Need export to PDF feature,Urgent: Need export to PDF feature,Feature Request,High,8
200482,Cannot login to my account,Issues with: Cannot login to my account,Account,Low,35
206200,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,39
209523,Mobile responsive design request,Issues with: Mobile responsive design request,Feature Request,Low,24
203911,Refund request,Help needed: Refund request,Billing,High,6
203377,Where is my receipt?,Urgent: Where is my receipt?,Billing,High,5
207103,Bug in the reporting widget,Getting error: Bug in the reporting widget,Account,High,3
208800,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,5
206663,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,16
204750,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Billing,Low,11
202647,Subscription renewal failed,Urgent: Subscription renewal failed,Account,High,2
203448,Payment method declined,Help needed: Payment method declined,Billing,Low,13
207209,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,16
200266,Change email address,Change email address,Account,Low,32
209525,Add custom fields to reports,Customer reports: Add custom fields to reports,Technical,Low,45
208807,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,8
208497,Calendar view needed,Calendar view needed - please checking,Account,Low,27
208654,Mobile responsive design request,Getting error: Mobile responsive design request,Feature Request,Low,16
204089,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,23
204849,Payment method declined,Payment method declined,Billing,Low,42
208920,Please add more user roles,Getting error: Please add more user roles,Feature Request,High,2
207478,Integration not syncing data,Customer reports: Integration not syncing data,Technical,Medium,6
201516,Need to update profile details,Getting error: Need to update profile details,Account,High,2
202118,Change email address,"Please help, change email address",Account,Low,47
207744,Please add more user roles,Help needed: Please add more user roles,Feature Request,Low,43
202343,Account locked out,Getting error: Account locked out,Technical,High,5
208829,Calendar view needed,"Please help, calendar view needed",Feature Request,High,8
209590,Please add more user roles,Urgent: Please add more user roles,Feature Request,High,7
206475,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,13
201707,Delete my account,Help needed: Delete my account,Account,Low,31
203444,Refund request,Urgent: Refund request,Billing,High,6
201967,Reset password link not working,Help needed: Reset password link not working,Account,Low,17
200949,Delete my account,Getting error: Delete my account,Account,High,5
